Query ID	Predicted EC number
B1ZVD6	EC:6.4.1.2
Q2JU34	EC:1.6.5.11
B4RCL2	EC:6.4.1.2
B1HNE3	EC:6.4.1.2
Q5P1E0	EC:1.6.5.11
A8I413	EC:1.6.5.11
B2GAH2	EC:6.4.1.2
Q3ACZ8	EC:6.4.1.2
C1F9D3	EC:1.6.5.11
C3MEY7	EC:1.6.5.11
Q926Y3	EC:2.7.1.85
A5UQC0	EC:6.4.1.2
C6VLJ0	EC:6.4.1.2
B2HU50	EC:1.6.5.11
Q93LQ8	EC:2.7.1.60
Q9LV34	EC:3.2.1.21
Q7XKV5	EC:3.2.1.21
B2ULY3	EC:1.6.5.11
B7GME4	EC:1.6.5.11
A1K5B8	EC:1.6.5.11
B1VKF0	EC:6.4.1.2
C1DL23	EC:1.6.5.11
Q0A785	EC:1.6.5.11
B5EN61	EC:1.6.5.11
A7HIH8	EC:1.6.5.11
Q4FND1	EC:6.4.1.2
Q2IHA4	EC:1.6.5.11
A0KJ58	EC:1.6.5.11
A4SLN5	EC:1.6.5.11
A9CJA4	EC:1.6.5.11
B4S459	EC:6.4.1.2
B8JBR1	EC:1.6.5.11
Q1IS42	EC:1.6.5.11
Q9FIU7	EC:3.2.1.21
Q9FIU7	EC:3.2.1.3
Q9XAR4	EC:1.6.5.11
A7NIE9	EC:6.4.1.2
A7GV44	EC:1.6.5.11
Q03FV0	EC:6.4.1.2
Q9TLW3	EC:6.4.1.2
Q04DN6	EC:6.4.1.2
Q6FE62	EC:1.6.5.11
Q3A6L1	EC:6.4.1.2
B2JDL8	EC:1.6.5.11
Q9A2L5	EC:6.4.1.2
Q6HAZ2	EC:1.6.5.11
O80690	EC:3.2.1.21
B7J7T5	EC:1.6.5.11
Q88YZ2	EC:6.4.1.2
B2SVK9	EC:1.6.5.11
A5VK70	EC:6.4.1.2
Q3UIR3	EC:2.3.2.27
Q814X3	EC:1.6.5.11
B2G7K3	EC:6.4.1.2
Q01UN6	EC:1.6.5.11
A9VS91	EC:1.6.5.11
Q036L2	EC:6.4.1.2
Q9FZE0	EC:3.2.1.21
C6XT67	EC:6.4.1.2
B6JCP4	EC:6.4.1.2
A4J6X2	EC:6.4.1.2
C6VQ34	EC:6.4.1.2
Q2K3V1	EC:1.6.5.11
B1I3G7	EC:6.4.1.2
C6D8C0	EC:6.4.1.2
Q030J0	EC:6.4.1.2
C4Z630	EC:6.4.1.2
C1C3R6	EC:2.3.2.23
A5I7W9	EC:6.4.1.2
A7SE05	EC:2.3.2.23
B3NWW9	EC:2.3.2.23
Q0BQJ1	EC:6.4.1.2
Q81K07	EC:1.6.5.11
Q7XKV2	EC:3.2.1.21
Q9FIW4	EC:3.2.1.21
O80689	EC:3.2.1.21
B9IRS5	EC:1.6.5.11
O81027	EC:4.1.3.4
A7NN57	EC:6.4.1.2
Q8Y3R9	EC:2.7.1.85
B8FTK7	EC:6.4.1.2
Q28F89	EC:2.3.2.23
B9DY13	EC:6.4.1.2
Q8KC71	EC:6.4.1.2
A6GWG2	EC:6.4.1.2
A5FJY2	EC:6.4.1.2
Q7F9K4	EC:3.2.1.21
B4U8Q5	EC:6.4.1.2
B5DFI8	EC:2.3.2.23
C3KWE8	EC:6.4.1.2
A2RM23	EC:6.4.1.2
A8YXR2	EC:6.4.1.2
B0TI33	EC:6.4.1.2
C6X3B5	EC:6.4.1.2
C6XMV9	EC:6.4.1.2
Q5QMT0	EC:3.2.1.21
A4IRQ7	EC:6.4.1.2
Q04AU0	EC:6.4.1.2
B1HX17	EC:6.4.1.2
Q6N1Z7	EC:1.6.5.11
A1TLM6	EC:1.6.5.11
A4SD85	EC:6.4.1.2
Q8RGA0	EC:6.4.1.2
Q5KWA9	EC:6.4.1.2
Q9CHF2	EC:6.4.1.2
C5D665	EC:6.4.1.2
C4L481	EC:6.4.1.2
A9B536	EC:6.4.1.2
Q4V908	EC:2.3.2.23
A5UY57	EC:6.4.1.2
Q7XKV4	EC:3.2.1.21
B3PY50	EC:1.6.5.11
A5VT60	EC:6.4.1.2
B4L7V4	EC:2.3.2.23
A8XJL7	EC:2.7.11.1
A0LRJ1	EC:1.6.5.11
A7GJJ0	EC:6.4.1.2
B7F8N7	EC:3.2.1.21
Q8RZL1	EC:3.2.1.21
Q72LL6	EC:2.6.1.39
B0T695	EC:6.4.1.2
Q0BWJ8	EC:6.4.1.2
Q2L6W9	EC:2.7.11.1
B1J6S8	EC:1.6.5.11
Q87ZQ0	EC:1.6.5.11
Q1MND4	EC:6.4.1.2
Q4FU55	EC:1.6.5.11
Q5JK35	EC:3.2.1.21
Q1QD88	EC:1.6.5.11
B4SEP9	EC:6.4.1.2
B7HY51	EC:1.6.5.11
B7ECS8	EC:3.2.1.21
Q5N863	EC:3.2.1.21
A6WX31	EC:6.4.1.2
O67388	EC:1.6.5.11
Q3E8E5	EC:3.2.1.147
C4Z3C6	EC:6.4.1.2
Q3B5Y0	EC:6.4.1.2
Q2N9M9	EC:6.4.1.2
Q53NF0	EC:3.2.1.21
Q1QDK1	EC:6.4.1.2
Q4FUL1	EC:6.4.1.2
B3W9I9	EC:6.4.1.2
Q03RW0	EC:6.4.1.2
Q28WD5	EC:6.4.1.2
A1AVS2	EC:1.6.5.3
C6ADP9	EC:1.6.5.11
B3PVV4	EC:6.4.1.2
A9G853	EC:6.4.1.2
B0KMY7	EC:1.6.5.11
A5WDG8	EC:6.4.1.2
Q2KE80	EC:6.4.1.2
Q1AU96	EC:6.4.1.2
A8M4V8	EC:6.4.1.2
A9NFE8	EC:6.4.1.2
B2IHV6	EC:1.6.5.11
Q492I5	EC:1.6.5.11
A7IFZ8	EC:6.4.1.2
C4K6N1	EC:1.6.5.11
Q73Q54	EC:6.4.1.2
O25860	EC:1.6.5.11
A9B6Y3	EC:1.6.5.11
Q6G581	EC:6.4.1.2
Q63VM3	EC:1.6.5.11
Q8NZN5	EC:6.4.1.2
B3Q607	EC:6.4.1.2
Q6G398	EC:1.6.5.11
Q98CN5	EC:6.4.1.2
A1USX7	EC:1.6.5.11
Q6FZY1	EC:1.6.5.11
A9IUM6	EC:1.6.5.11
B8I941	EC:6.4.1.2
Q2J8V6	EC:6.4.1.2
C6AUT0	EC:1.6.5.11
B7IQU6	EC:1.6.5.11
Q1LT98	EC:1.6.5.11
Q4ZRI4	EC:1.6.5.11
Q8XXR1	EC:1.6.5.11
A4YVK0	EC:1.6.5.11
C0Z766	EC:1.6.5.11
Q75I94	EC:3.2.1.21
B2V983	EC:1.6.5.11
Q2S3F0	EC:6.4.1.2
A8L4H3	EC:6.4.1.2
Q2YNF3	EC:1.6.5.11
C1D0I1	EC:1.6.5.11
B6ISX1	EC:1.6.5.11
B5ZYM4	EC:1.6.5.11
Q3KA54	EC:1.6.5.11
B1JVN1	EC:1.6.5.11
B0V530	EC:6.4.1.2
Q21YB7	EC:1.6.5.11
Q6FEE5	EC:6.4.1.2
Q2J0E4	EC:1.6.5.11
A0RMD8	EC:1.6.5.11
C3MBA1	EC:6.4.1.2
C1AZF7	EC:1.6.5.11
A6UEI3	EC:6.4.1.2
C3PAJ0	EC:6.4.1.2
A4JGC0	EC:1.6.5.11
Q9A6Y6	EC:1.6.5.11
Q7WCU9	EC:1.6.5.11
Q76EZ2	EC:2.3.2.23
B4U1C1	EC:6.4.1.2
C5WIT0	EC:6.4.1.2
Q6A6G8	EC:1.6.5.11
C0M856	EC:6.4.1.2
B3R3X7	EC:1.6.5.11
Q11VC2	EC:1.6.5.11
Q20Z48	EC:1.6.5.11
Q47HG6	EC:1.6.5.11
C6SNX2	EC:6.4.1.2
A0RJJ8	EC:6.4.1.2
B3QP51	EC:1.6.5.11
B8FRK0	EC:1.6.5.11
Q473T3	EC:1.6.5.11
Q13BG6	EC:1.6.5.11
Q7NZH1	EC:1.6.5.11
Q1IZW3	EC:1.6.5.11
Q49YD0	EC:6.4.1.2
B8J1D0	EC:1.6.5.11
Q5KUK3	EC:1.6.5.11
Q2FG37	EC:6.4.1.2
B3QXL8	EC:1.6.5.11
Q11JJ6	EC:1.6.5.11
Q1QSU1	EC:1.6.5.11
Q1DDD0	EC:1.6.5.11
B9JXV8	EC:6.4.1.2
Q9RU97	EC:1.6.5.11
Q99YE0	EC:6.4.1.2
A6QHN5	EC:6.4.1.2
Q8KEB6	EC:1.6.5.11
Q4K9S7	EC:1.6.5.11
Q07UG9	EC:6.4.1.2
Q2J2G6	EC:6.4.1.2
Q7UHX0	EC:6.4.1.2
C5C0R7	EC:1.6.5.11
Q92TC7	EC:6.4.1.2
B5ZV72	EC:6.4.1.2
Q6NDN4	EC:6.4.1.2
C6B119	EC:6.4.1.2
B8G6Z6	EC:1.6.5.11
Q07QW6	EC:1.6.5.11
Q1GAF3	EC:6.4.1.2
C6GWM7	EC:6.4.1.2
Q2KUZ4	EC:1.6.5.11
A1UUE5	EC:6.4.1.2
B9JG45	EC:6.4.1.2
O50078	EC:4.1.3.1
B6J6A5	EC:1.6.5.11
Q6G8M6	EC:6.4.1.2
A7MPB7	EC:1.6.5.11
B3EU20	EC:6.4.1.2
A9CKT0	EC:6.4.1.2
B4U8I7	EC:1.6.5.11
Q1LPV3	EC:1.6.5.11
A8MLP1	EC:6.4.1.2
Q21CC1	EC:6.4.1.2
Q9K841	EC:6.4.1.2
B9KQX4	EC:1.6.5.11
B4RCL8	EC:1.6.5.11
B7GGS9	EC:6.4.1.2
Q48RS6	EC:6.4.1.2
Q98KR6	EC:1.6.5.11
C4Z8P1	EC:6.4.1.2
A9HN78	EC:1.6.5.11
A4ITI0	EC:1.6.5.11
A5E8A2	EC:6.4.1.2
Q633J6	EC:6.4.1.2
Q817F1	EC:6.4.1.2
Q13EQ0	EC:6.4.1.2
B9J0A1	EC:6.4.1.2
B1KJV7	EC:1.6.5.11
A7NPD9	EC:1.6.5.11
Q8CS66	EC:6.4.1.2
Q5HNK4	EC:6.4.1.2
Q8AVU2	EC:2.3.2.23
A9II25	EC:1.6.5.11
C6WX51	EC:1.6.5.11
Q4L742	EC:6.4.1.2
Q1J592	EC:6.4.1.2
Q7MAM0	EC:6.4.1.2
B0SP90	EC:1.6.5.11
Q7DDS0	EC:1.6.5.11
Q04YB2	EC:1.6.5.11
C0QR89	EC:1.6.5.11
B8EIM7	EC:1.6.5.11
B1XWB1	EC:1.6.5.11
A0LDR7	EC:1.6.5.11
A2SFN6	EC:1.6.5.11
Q8EI38	EC:1.6.5.11
B8IUV6	EC:1.6.5.11
Q0AHJ0	EC:1.6.5.11
C6AB58	EC:6.4.1.2
A5FXJ1	EC:1.6.5.11
B0ULL4	EC:1.6.5.11
Q72NT0	EC:1.6.5.11
A7GTP6	EC:6.4.1.2
Q7N2J6	EC:1.6.5.11
Q72ZD6	EC:6.4.1.2
C5B8H7	EC:1.6.5.11
A8FG57	EC:6.4.1.2
A9VJR3	EC:6.4.1.2
B2TW60	EC:1.6.5.11
Q65G80	EC:6.4.1.2
Q6HCT1	EC:6.4.1.2
B7IK00	EC:6.4.1.2
A4FPT1	EC:1.6.5.11
A4XV11	EC:1.6.5.11
B5XHX6	EC:6.4.1.2
Q5SHG2	EC:6.4.1.2
C6XAJ7	EC:1.6.5.11
B9DN96	EC:6.4.1.2
C0ZYJ0	EC:1.6.5.11
C1DT39	EC:1.6.5.11
Q47LF4	EC:1.6.5.11
Q5M175	EC:6.4.1.2
B2FN96	EC:1.6.5.11
Q9ZJV7	EC:1.6.5.11
Q1GTK9	EC:1.6.5.11
Q89WE3	EC:6.4.1.2
Q0BSL2	EC:1.6.5.11
C0ME09	EC:6.4.1.2
B4SQS6	EC:1.6.5.11
Q5YWD6	EC:1.6.5.11
Q7VFT2	EC:1.6.5.11
C4LB40	EC:1.6.5.11
Q03M46	EC:6.4.1.2
C1DCB3	EC:1.6.5.11
B2UV34	EC:1.6.5.11
Q3JC24	EC:1.6.5.11
Q2YA96	EC:1.6.5.11
A6QCF2	EC:1.6.5.3
Q1QL95	EC:1.6.5.11
Q30PI9	EC:1.6.5.11
A6X1M3	EC:1.6.5.11
Q17Z62	EC:1.6.5.11
B3DZT3	EC:1.6.5.11
Q48H45	EC:1.6.5.11
A8GH07	EC:1.6.5.11
A0QJV7	EC:1.6.5.11
Q1JFE2	EC:6.4.1.2
A0QU26	EC:1.6.5.11
C5CT10	EC:1.6.5.11
A4XC28	EC:1.6.5.11
Q72GD8	EC:1.6.5.11
A8M612	EC:1.6.5.11
A8X6H1	EC:2.7.11.12
B8GNZ5	EC:1.6.5.11
B9L175	EC:1.6.5.11
B2IF45	EC:6.4.1.2
B5Z8R5	EC:1.6.5.11
A7Z7K8	EC:6.4.1.2
A0PR48	EC:1.6.5.11
C6CEF6	EC:1.6.5.11
Q0KCS0	EC:1.6.5.11
A8HQ90	EC:6.4.1.2
A3PWR1	EC:1.6.5.11
A1T696	EC:1.6.5.11
A3CQ51	EC:6.4.1.2
A1UD94	EC:1.6.5.11
Q3YZT1	EC:1.6.5.11
O76360	EC:2.7.11.12
Q2NSK8	EC:1.6.5.11
A9IL94	EC:6.4.1.2
Q82TV3	EC:1.6.5.11
Q3SJP7	EC:1.6.5.11
B2V5V9	EC:6.4.1.2
Q1CRZ1	EC:1.6.5.11
B1MPH4	EC:1.6.5.11
A1SE37	EC:1.6.5.11
Q6G1D3	EC:6.4.1.2
B4EZ50	EC:1.6.5.11
A4TDA1	EC:1.6.5.11
Q8RCT3	EC:4.2.1.70
A8LQI0	EC:4.2.1.70
Q2SM69	EC:4.2.1.70
B5Y6G9	EC:4.2.1.70
A1SQN1	EC:4.2.1.70
Q1D739	EC:4.2.1.70
A1B316	EC:4.2.1.70
Q46PS3	EC:4.2.1.70
Q28PY7	EC:4.2.1.70
B9LGZ1	EC:4.2.1.70
A7HMA1	EC:4.2.1.70
B8F668	EC:4.2.1.70
A9B4S4	EC:4.2.1.70
Q0RBB8	EC:4.2.1.70
Q41328	EC:2.7.11.1
Q9Z0V5	EC:1.11.1.15
A7GCK7	EC:4.2.1.70
Q5L078	EC:4.2.1.70
A9BJN0	EC:4.2.1.70
A5IXG3	EC:4.2.1.70
B1HV79	EC:4.2.1.70
C1AA54	EC:4.2.1.70
C5FBW2	EC:3.4.14.10
Q8WQL7	EC:2.7.12.1
C5FHK0	EC:3.4.14.10
O35002	EC:3.4.21.102
A8X4H1	EC:2.7.12.1
Q70J59	EC:3.4.14.10
Q9XTF3	EC:2.7.12.1
Q72JF9	EC:4.2.1.70
O34317	EC:2.8.3.8
C5FTQ5	EC:3.4.14.10
Q7N4X5	EC:4.2.1.70
Q70DX9	EC:3.4.14.10
Q9RS16	EC:4.2.1.70
C5CDZ1	EC:4.2.1.70
Q5ZU79	EC:4.2.1.70
C6CFY1	EC:4.2.1.70
B8II14	EC:4.2.1.70
C0ZIY1	EC:4.2.1.70
Q67N11	EC:4.2.1.70
B1W0X1	EC:4.2.1.70
B4NE96	EC:3.1.3.16
B3MR30	EC:3.1.3.16
B4M7S0	EC:3.1.3.16
B4R313	EC:3.1.3.16
B4JMM7	EC:3.1.3.16
B4L6S9	EC:3.1.3.16
B3P9N0	EC:3.1.3.16
B4I9J6	EC:3.1.3.16
B4PY69	EC:3.1.3.16
A6TL60	EC:4.2.1.70
Q165S4	EC:4.2.1.70
Q91UL0	EC:3.2.1.18
Q25BW4	EC:3.2.1.21
Q25BW5	EC:3.2.1.21
Q9X1H5	EC:4.2.1.70
P0CC17	EC:1.4.3.2
C0QZV6	EC:4.2.1.70
Q7MZE1	EC:4.2.1.70
B6IRJ4	EC:4.2.1.70
Q1M4T3	EC:4.2.1.70
Q1AYR4	EC:4.2.1.70
A4X4Y7	EC:4.2.1.70
Q01RY8	EC:4.2.1.70
A9GT78	EC:4.2.1.70
Q1MFZ6	EC:4.2.1.70
O34666	EC:3.4.21.102
Q8NYD0	EC:4.2.1.70
A4F929	EC:4.2.1.70
B1LBK3	EC:4.2.1.70
A8GCG3	EC:4.2.1.70
B4GXS1	EC:3.1.3.16
B7ID34	EC:4.2.1.70
A5UT22	EC:4.2.1.70
C5FRX4	EC:3.4.14.10
Q70GH4	EC:3.4.14.10
Q4W6B5	EC:3.4.24.64
A9NGD7	EC:4.2.1.70
A5IMC0	EC:4.2.1.70
B8JB61	EC:4.2.1.70
Q98NQ8	EC:4.2.1.70
A8F8N4	EC:4.2.1.70
B2J565	EC:1.6.5.11
C4XMN1	EC:1.6.5.11
Q2JLH4	EC:1.6.5.11
C1F9D0	EC:1.6.5.11
A5FX21	EC:1.6.5.11
O67342	EC:1.6.5.11
B3QXM3	EC:1.6.5.11
Q67P10	EC:1.6.5.11
P0CD47	EC:1.6.5.11
P0CD27	EC:1.6.5.11
P0CD01	EC:1.6.5.11
P0CC91	EC:1.6.5.11
O07778	EC:2.7.13.3
P0CC42	EC:1.6.5.11
P0CC93	EC:1.6.5.11
Q92QN9	EC:1.6.5.11
Q02CT1	EC:1.6.5.11
P0CD52	EC:1.6.5.11
P0CC98	EC:1.6.5.11
P0CD54	EC:1.6.5.11
P0CC22	EC:1.6.5.11
P0CC24	EC:1.6.5.11
P0CC26	EC:1.6.5.11
P0CC89	EC:1.6.5.11
Q1IS52	EC:1.6.5.11
A9B6Y0	EC:1.6.5.11
P0CC36	EC:1.6.5.11
P0CC40	EC:1.6.5.11
P0CD66	EC:3.2.1.20
P0CD43	EC:1.6.5.11
A7XUJ6	EC:2.3.2.27
P0CD03	EC:1.6.5.11
O31041	EC:4.2.1.28
B5DF45	EC:2.3.2.27
P0CD77	EC:1.3.1.98
B1ZRS0	EC:1.6.5.11
B6CJY5	EC:2.3.2.27
Q3MV19	EC:2.3.2.27
Q8AV13	EC:2.1.1.319
Q6VRB0	EC:2.1.1.319
Q28F07	EC:2.1.1.319
Q9ZS21	EC:4.4.1.5
P0CC38	EC:1.6.5.11
P0CD57	EC:1.6.5.11
P0CD05	EC:1.6.5.11
P0CD07	EC:1.6.5.11
P0CD49	EC:1.6.5.11
P0CD15	EC:1.6.5.11
P0CD17	EC:1.6.5.11
P0CD21	EC:1.6.5.11
Q1QSU4	EC:1.6.5.11
P0CD41	EC:1.6.5.11
P0CD39	EC:1.6.5.11
P0CD37	EC:1.6.5.11
P0CD35	EC:1.6.5.11
P0CD33	EC:1.6.5.11
P0CD31	EC:1.6.5.11
P0CD29	EC:1.6.5.11
P0CD25	EC:1.6.5.11
P0CC95	EC:1.6.5.11
A6H1Q0	EC:1.6.5.11
P0CC51	EC:1.6.5.11
P0CC53	EC:1.6.5.11
P0CC55	EC:1.6.5.11
P0CC49	EC:1.6.5.11
P0CD72	EC:5.3.1.9
Q54IJ3	EC:4.1.1.15
Q6IWL4	EC:2.3.2.27
P0CC46	EC:1.6.5.11
Q4KM35	EC:3.4.25.1
Q54VQ5	EC:4.1.1.15
P0CC75	EC:1.6.5.11
P0CC79	EC:1.6.5.11
B6CJY4	EC:2.3.2.27
P0CC65	EC:1.6.5.11
P0CC67	EC:1.6.5.11
P0CC69	EC:1.6.5.11
P0CC71	EC:1.6.5.11
Q3ZCC3	EC:2.3.2.27
P0CC73	EC:1.6.5.11
P0CC61	EC:1.6.5.11
P0CC59	EC:1.6.5.11
P0CC77	EC:1.6.5.11
P0CC81	EC:1.6.5.11
P0CC83	EC:1.6.5.11
P0CC85	EC:1.6.5.11
P0CC87	EC:1.6.5.11
P0CC62	EC:1.6.5.11
C6XJX0	EC:1.6.5.11
Q5HSM5	EC:1.6.5.11
B8FRJ7	EC:1.6.5.11
Q6A6H1	EC:1.6.5.11
B8J1C7	EC:1.6.5.11
Q9RUA0	EC:1.6.5.11
A5FQX9	EC:1.6.5.11
P0CD61	EC:2.7.8.15
Q28DL4	EC:2.3.2.27
P0CD78	EC:2.7.2.3
Q5WT33	EC:1.6.5.11
B0TH87	EC:1.6.5.11
Q31HE7	EC:1.6.5.11
Q0C1D1	EC:1.6.5.11
Q28T49	EC:1.6.5.11
A0LDR4	EC:1.6.5.11
B3R3Y0	EC:1.6.5.11
A8LC88	EC:1.6.5.11
D0KQM8	EC:3.2.1.20
Q83BR8	EC:1.6.5.11
A8M609	EC:1.6.5.11
A4G631	EC:1.6.5.11
Q2NA79	EC:1.6.5.11
Q6DJN2	EC:2.3.2.27
Q8F7R0	EC:1.6.5.11
P0CD58	EC:1.6.5.11
P0CC44	EC:1.6.5.11
A7ZBF3	EC:1.6.5.11
Q057W3	EC:1.6.5.3
C0Z763	EC:1.6.5.11
A9F575	EC:1.6.5.11
Q01UN3	EC:1.6.5.11
Q5KUK6	EC:1.6.5.11
Q39ZA5	EC:1.6.5.11
Q3J841	EC:1.6.5.11
Q9SB60	EC:2.5.1.27
B8G6L3	EC:1.6.5.11
C1A8Y1	EC:1.6.5.11
B1KJW0	EC:1.6.5.3
Q1LTA1	EC:1.6.5.11
A1USY0	EC:1.6.5.11
Q64Y15	EC:1.6.5.11
Q81K10	EC:1.6.5.11
A1K5C1	EC:1.6.5.11
B8IUV9	EC:1.6.5.11
B8JAZ0	EC:1.6.5.11
B7GME1	EC:1.6.5.11
Q2K9R9	EC:1.6.5.11
A8I421	EC:1.6.5.11
B0SZ35	EC:1.6.5.11
Q3AC87	EC:1.6.5.11
Q17Z65	EC:1.6.5.11
Q6ANN6	EC:1.6.5.11
A9HRS3	EC:1.6.5.11
A5GD16	EC:1.6.5.11
Q94ID2	EC:2.5.1.27
Q0APX7	EC:1.6.5.11
Q2RJT7	EC:1.6.5.11
B5YL23	EC:1.6.5.11
Q5F629	EC:1.6.5.11
Q1DDD3	EC:1.6.5.11
B1MAF7	EC:1.6.5.11
B1W4V1	EC:1.6.5.11
P0CC56	EC:1.6.5.11
C1F223	EC:1.6.5.11
A5FXI8	EC:1.6.5.11
O67391	EC:1.6.5.11
C4K3W3	EC:1.6.5.11
A1WXV4	EC:1.6.5.11
Q0BSL5	EC:1.6.5.11
Q9C6L1	EC:2.5.1.27
A7NPD6	EC:1.6.5.11
Q94ID1	EC:2.5.1.27
Q9LJL4	EC:2.5.1.75
Q9C5J6	EC:2.5.1.75
C5D978	EC:1.6.5.11
Q1IS45	EC:1.6.5.11
A9B488	EC:1.6.5.11
B3QY38	EC:1.6.5.11
B2IHV3	EC:1.6.5.11
Q7VRW4	EC:1.6.5.3
Q2RU27	EC:1.6.5.11
C1AZG0	EC:1.6.5.11
A0LEQ8	EC:1.6.5.11
A1AVS5	EC:1.6.5.11
B9L178	EC:1.6.5.11
B7J7T2	EC:1.6.5.11
A4WT80	EC:1.6.5.11
A0LRJ4	EC:1.6.5.11
B1W506	EC:1.6.5.11
A0LJL8	EC:1.6.5.11
B3DZT0	EC:1.6.5.11
Q47LF7	EC:1.6.5.11
B7I751	EC:1.6.5.11
